mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used,walen1,walen2,jet_detection,r_W,theta_W,np_median_msp,np_median_msh,b_imf_x,b_imf_y,b_imf_z,dipole,imf_clock_angle,p_dyn,Date,Probe,x_gsm,y_gsm,z_gsm,r_spc,theta_w,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean,beta_msp_mean
3,2015-09-02 17:48:27,2015-09-02 17:58:27,1.03,11.05,-4.3,4.360000133514404,4.96999979019165,15.020000457763672,6.525,va_cs,False,False,True,2.937,117.629,1.649,58.484,-4.699999809265137,1.309999942779541,-4.239999771118164,17.11,162.831,2.38,2015-09-02 17:50:04.143000+00:00,3,1.056,11.049,-4.319,11.863,117.629,244,277,862,928,155.666,8.365,-2.942,18.02,8.371,-2.91,18.075,-0.527,-0.123,-14.462,-0.527,-0.123,-14.462,1.649,1.655,58.484,58.365,43.593,-88.611,34.056,43.416,-89.891,33.552,9.028,-234.812,-59.435,9.427,-234.915,-59.541,59657284.0,1450015.25,59665496.0,1447765.25,71470456.0,1636223.375,71694560.0,1630849.875,12.147,9.068,
3,2015-09-02 17:48:27,2015-09-02 17:58:27,1.03,11.05,-4.3,4.360000133514404,4.96999979019165,15.020000457763672,4.638,bisection,False,False,True,2.937,117.629,1.649,58.484,-4.699999809265137,1.309999942779541,-4.239999771118164,17.11,162.831,2.38,2015-09-02 17:50:04.143000+00:00,3,1.056,11.049,-4.319,11.863,117.629,244,277,862,928,155.666,8.365,-2.942,18.02,8.371,-2.91,18.075,-0.527,-0.123,-14.462,-0.527,-0.123,-14.462,1.649,1.655,58.484,58.365,43.593,-88.611,34.056,43.416,-89.891,33.552,9.028,-234.812,-59.435,9.427,-234.915,-59.541,59657284.0,1450015.25,59665496.0,1447765.25,71470456.0,1636223.375,71694560.0,1630849.875,12.147,9.068,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,9.841,shear,True,True,True,2.529,27.671,0.733,21.914,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:13:54.196000+00:00,3,3.047,9.8,-5.451,11.214,27.671,924,957,3323,3389,19.34,5.926,-1.613,41.49,5.851,-1.611,41.475,2.609,-11.982,30.628,2.609,-11.982,30.628,0.733,0.731,21.914,20.918,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-14.612,-290.251,-274.078,-15.182,-296.595,-280.579,42594000.0,3304338.0,42722608.0,3489422.5,62382292.0,3175688.25,62537572.0,3236286.5,2.19,0.712,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,8.409,rx_en,True,True,True,2.529,27.671,0.733,21.914,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:13:54.196000+00:00,3,3.047,9.8,-5.451,11.214,27.671,924,957,3323,3389,19.34,5.926,-1.613,41.49,5.851,-1.611,41.475,2.609,-11.982,30.628,2.609,-11.982,30.628,0.733,0.731,21.914,20.918,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-14.612,-290.251,-274.078,-15.182,-296.595,-280.579,42594000.0,3304338.0,42722608.0,3489422.5,62382292.0,3175688.25,62537572.0,3236286.5,2.19,0.712,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,11.042,va_cs,True,True,True,2.529,27.671,0.733,21.914,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:13:54.196000+00:00,3,3.047,9.8,-5.451,11.214,27.671,924,957,3323,3389,19.34,5.926,-1.613,41.49,5.851,-1.611,41.475,2.609,-11.982,30.628,2.609,-11.982,30.628,0.733,0.731,21.914,20.918,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-14.612,-290.251,-274.078,-15.182,-296.595,-280.579,42594000.0,3304338.0,42722608.0,3489422.5,62382292.0,3175688.25,62537572.0,3236286.5,2.19,0.712,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,6.623,bisection,True,True,True,2.529,27.671,0.733,21.914,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:13:54.196000+00:00,3,3.047,9.8,-5.451,11.214,27.671,924,957,3323,3389,19.34,5.926,-1.613,41.49,5.851,-1.611,41.475,2.609,-11.982,30.628,2.609,-11.982,30.628,0.733,0.731,21.914,20.918,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-14.612,-290.251,-274.078,-15.182,-296.595,-280.579,42594000.0,3304338.0,42722608.0,3489422.5,62382292.0,3175688.25,62537572.0,3236286.5,2.19,0.712,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,9.841,shear,True,True,True,4.646,28.365,0.733,11.721,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:08:34.092000+00:00,3,3.09,9.752,-5.456,11.174,28.365,3059,3092,2484,2550,30.166,5.926,-1.613,41.49,5.851,-1.611,41.475,1.416,-24.412,39.286,1.416,-24.412,39.286,0.733,0.731,11.721,12.04,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-6.345,-234.684,-180.299,-5.108,-233.635,-182.462,42594000.0,4742120.5,42722608.0,4794473.5,62382292.0,4707585.0,62537572.0,4697583.0,0.928,0.712,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,8.409,rx_en,True,True,True,4.646,28.365,0.733,11.721,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:08:34.092000+00:00,3,3.09,9.752,-5.456,11.174,28.365,3059,3092,2484,2550,30.166,5.926,-1.613,41.49,5.851,-1.611,41.475,1.416,-24.412,39.286,1.416,-24.412,39.286,0.733,0.731,11.721,12.04,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-6.345,-234.684,-180.299,-5.108,-233.635,-182.462,42594000.0,4742120.5,42722608.0,4794473.5,62382292.0,4707585.0,62537572.0,4697583.0,0.928,0.712,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,11.042,va_cs,True,True,True,4.646,28.365,0.733,11.721,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:08:34.092000+00:00,3,3.09,9.752,-5.456,11.174,28.365,3059,3092,2484,2550,30.166,5.926,-1.613,41.49,5.851,-1.611,41.475,1.416,-24.412,39.286,1.416,-24.412,39.286,0.733,0.731,11.721,12.04,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-6.345,-234.684,-180.299,-5.108,-233.635,-182.462,42594000.0,4742120.5,42722608.0,4794473.5,62382292.0,4707585.0,62537572.0,4697583.0,0.928,0.712,
3,2015-09-03 14:07:42,2015-09-03 14:17:42,3.06,9.79,-5.45,8.390000343322754,19.31999969482422,35.29999923706055,6.623,bisection,True,True,True,4.646,28.365,0.733,11.721,0.5600000023841858,4.639999866485596,-0.27000001072883606,14.931,93.334,3.53,2015-09-03 14:08:34.092000+00:00,3,3.09,9.752,-5.456,11.174,28.365,3059,3092,2484,2550,30.166,5.926,-1.613,41.49,5.851,-1.611,41.475,1.416,-24.412,39.286,1.416,-24.412,39.286,0.733,0.731,11.721,12.04,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-6.345,-234.684,-180.299,-5.108,-233.635,-182.462,42594000.0,4742120.5,42722608.0,4794473.5,62382292.0,4707585.0,62537572.0,4697583.0,0.928,0.712,
3,2015-09-03 14:34:32,2015-09-03 14:44:32,2.85,10.01,-5.41,1.899999976158142,21.559999465942383,33.18000030517578,8.248,shear,True,True,True,2.137,41.98,1.153,13.92,0.2199999988079071,5.639999866485596,-0.11999999731779099,15.607,91.218,3.75,2015-09-03 14:37:14.165000+00:00,3,2.866,9.994,-5.412,11.365,41.98,1316,1349,2526,2592,17.89,4.283,-8.513,37.478,4.347,-9.26,37.394,4.665,-26.786,43.11,4.665,-26.786,43.11,1.153,1.147,13.92,14.015,-45.392,-77.199,-22.628,-42.392,-78.725,-26.438,2.576,-225.979,-103.203,-2.29,-226.032,-102.886,36747408.0,3046349.75,36782872.0,3257485.0,51968956.0,3599187.25,51714944.0,3643804.75,0.642,1.111,
3,2015-09-03 14:34:32,2015-09-03 14:44:32,2.85,10.01,-5.41,1.899999976158142,21.559999465942383,33.18000030517578,9.766,rx_en,True,True,True,2.137,41.98,1.153,13.92,0.2199999988079071,5.639999866485596,-0.11999999731779099,15.607,91.218,3.75,2015-09-03 14:37:14.165000+00:00,3,2.866,9.994,-5.412,11.365,41.98,1316,1349,2526,2592,17.89,4.283,-8.513,37.478,4.347,-9.26,37.394,4.665,-26.786,43.11,4.665,-26.786,43.11,1.153,1.147,13.92,14.015,-45.392,-77.199,-22.628,-42.392,-78.725,-26.438,2.576,-225.979,-103.203,-2.29,-226.032,-102.886,36747408.0,3046349.75,36782872.0,3257485.0,51968956.0,3599187.25,51714944.0,3643804.75,0.642,1.111,
3,2015-09-03 14:34:32,2015-09-03 14:44:32,2.85,10.01,-5.41,1.899999976158142,21.559999465942383,33.18000030517578,12.259,va_cs,True,True,True,2.137,41.98,1.153,13.92,0.2199999988079071,5.639999866485596,-0.11999999731779099,15.607,91.218,3.75,2015-09-03 14:37:14.165000+00:00,3,2.866,9.994,-5.412,11.365,41.98,1316,1349,2526,2592,17.89,4.283,-8.513,37.478,4.347,-9.26,37.394,4.665,-26.786,43.11,4.665,-26.786,43.11,1.153,1.147,13.92,14.015,-45.392,-77.199,-22.628,-42.392,-78.725,-26.438,2.576,-225.979,-103.203,-2.29,-226.032,-102.886,36747408.0,3046349.75,36782872.0,3257485.0,51968956.0,3599187.25,51714944.0,3643804.75,0.642,1.111,
3,2015-09-03 14:34:32,2015-09-03 14:44:32,2.85,10.01,-5.41,1.899999976158142,21.559999465942383,33.18000030517578,6.864,bisection,True,True,True,2.137,41.98,1.153,13.92,0.2199999988079071,5.639999866485596,-0.11999999731779099,15.607,91.218,3.75,2015-09-03 14:37:14.165000+00:00,3,2.866,9.994,-5.412,11.365,41.98,1316,1349,2526,2592,17.89,4.283,-8.513,37.478,4.347,-9.26,37.394,4.665,-26.786,43.11,4.665,-26.786,43.11,1.153,1.147,13.92,14.015,-45.392,-77.199,-22.628,-42.392,-78.725,-26.438,2.576,-225.979,-103.203,-2.29,-226.032,-102.886,36747408.0,3046349.75,36782872.0,3257485.0,51968956.0,3599187.25,51714944.0,3643804.75,0.642,1.111,
3,2015-09-03 14:48:16,2015-09-03 14:58:16,2.74,10.12,-5.37,0.029999999329447746,20.969999313354492,32.25,8.554,shear,False,False,True,0.753,73.382,2.619,25.017,-2.8299999237060547,3.799999952316284,-1.9299999475479126,15.914,116.926,3.85,2015-09-03 14:50:44.176000+00:00,3,2.757,10.102,-5.378,11.444,73.382,1250,1283,335,401,21.317,3.218,-3.067,42.894,3.044,-3.037,42.938,11.297,-15.271,37.352,11.297,-15.271,37.352,2.619,2.619,25.017,24.901,-3.462,-56.496,-58.737,-2.514,-56.119,-55.222,8.998,-242.844,-175.381,10.468,-240.948,-175.053,17437986.0,2291159.5,17549550.0,2363928.0,21763814.0,2825281.0,21957122.0,2878947.5,1.189,0.929,
3,2015-09-03 14:48:16,2015-09-03 14:58:16,2.74,10.12,-5.37,0.029999999329447746,20.969999313354492,32.25,6.767,rx_en,False,False,True,0.753,73.382,2.619,25.017,-2.8299999237060547,3.799999952316284,-1.9299999475479126,15.914,116.926,3.85,2015-09-03 14:50:44.176000+00:00,3,2.757,10.102,-5.378,11.444,73.382,1250,1283,335,401,21.317,3.218,-3.067,42.894,3.044,-3.037,42.938,11.297,-15.271,37.352,11.297,-15.271,37.352,2.619,2.619,25.017,24.901,-3.462,-56.496,-58.737,-2.514,-56.119,-55.222,8.998,-242.844,-175.381,10.468,-240.948,-175.053,17437986.0,2291159.5,17549550.0,2363928.0,21763814.0,2825281.0,21957122.0,2878947.5,1.189,0.929,
3,2015-09-03 14:48:16,2015-09-03 14:58:16,2.74,10.12,-5.37,0.029999999329447746,20.969999313354492,32.25,13.617,va_cs,False,False,True,0.753,73.382,2.619,25.017,-2.8299999237060547,3.799999952316284,-1.9299999475479126,15.914,116.926,3.85,2015-09-03 14:50:44.176000+00:00,3,2.757,10.102,-5.378,11.444,73.382,1250,1283,335,401,21.317,3.218,-3.067,42.894,3.044,-3.037,42.938,11.297,-15.271,37.352,11.297,-15.271,37.352,2.619,2.619,25.017,24.901,-3.462,-56.496,-58.737,-2.514,-56.119,-55.222,8.998,-242.844,-175.381,10.468,-240.948,-175.053,17437986.0,2291159.5,17549550.0,2363928.0,21763814.0,2825281.0,21957122.0,2878947.5,1.189,0.929,
3,2015-09-03 14:48:16,2015-09-03 14:58:16,2.74,10.12,-5.37,0.029999999329447746,20.969999313354492,32.25,5.518,bisection,False,False,True,0.753,73.382,2.619,25.017,-2.8299999237060547,3.799999952316284,-1.9299999475479126,15.914,116.926,3.85,2015-09-03 14:50:44.176000+00:00,3,2.757,10.102,-5.378,11.444,73.382,1250,1283,335,401,21.317,3.218,-3.067,42.894,3.044,-3.037,42.938,11.297,-15.271,37.352,11.297,-15.271,37.352,2.619,2.619,25.017,24.901,-3.462,-56.496,-58.737,-2.514,-56.119,-55.222,8.998,-242.844,-175.381,10.468,-240.948,-175.053,17437986.0,2291159.5,17549550.0,2363928.0,21763814.0,2825281.0,21957122.0,2878947.5,1.189,0.929,
3,2015-09-03 14:56:09,2015-09-03 15:06:09,2.67,10.18,-5.35,4.159999847412109,16.459999084472656,32.97999954223633,8.608,shear,False,False,True,0.52,75.239,1.62,11.868,-3.7799999713897705,4.46999979019165,-1.940000057220459,16.075,113.461,3.51,2015-09-03 14:56:24.080000+00:00,3,2.708,10.149,-5.36,11.477,75.239,2358,2391,201,267,27.748,2.665,-1.951,36.958,2.261,-2.096,37.136,-0.443,-20.0,33.704,-0.443,-20.0,33.704,1.62,1.653,11.868,14.586,18.424,-20.36,-76.522,15.214,-27.138,-76.522,19.223,-287.902,-148.469,18.838,-288.441,-140.897,35266960.0,5299921.0,36009552.0,5043119.0,43810188.0,5274082.0,45011348.0,5025847.5,1.678,1.625,
3,2015-09-03 14:56:09,2015-09-03 15:06:09,2.67,10.18,-5.35,4.159999847412109,16.459999084472656,32.97999954223633,6.495,rx_en,False,False,True,0.52,75.239,1.62,11.868,-3.7799999713897705,4.46999979019165,-1.940000057220459,16.075,113.461,3.51,2015-09-03 14:56:24.080000+00:00,3,2.708,10.149,-5.36,11.477,75.239,2358,2391,201,267,27.748,2.665,-1.951,36.958,2.261,-2.096,37.136,-0.443,-20.0,33.704,-0.443,-20.0,33.704,1.62,1.653,11.868,14.586,18.424,-20.36,-76.522,15.214,-27.138,-76.522,19.223,-287.902,-148.469,18.838,-288.441,-140.897,35266960.0,5299921.0,36009552.0,5043119.0,43810188.0,5274082.0,45011348.0,5025847.5,1.678,1.625,
3,2015-09-03 14:56:09,2015-09-03 15:06:09,2.67,10.18,-5.35,4.159999847412109,16.459999084472656,32.97999954223633,13.559,va_cs,False,False,True,0.52,75.239,1.62,11.868,-3.7799999713897705,4.46999979019165,-1.940000057220459,16.075,113.461,3.51,2015-09-03 14:56:24.080000+00:00,3,2.708,10.149,-5.36,11.477,75.239,2358,2391,201,267,27.748,2.665,-1.951,36.958,2.261,-2.096,37.136,-0.443,-20.0,33.704,-0.443,-20.0,33.704,1.62,1.653,11.868,14.586,18.424,-20.36,-76.522,15.214,-27.138,-76.522,19.223,-287.902,-148.469,18.838,-288.441,-140.897,35266960.0,5299921.0,36009552.0,5043119.0,43810188.0,5274082.0,45011348.0,5025847.5,1.678,1.625,
3,2015-09-03 14:56:09,2015-09-03 15:06:09,2.67,10.18,-5.35,4.159999847412109,16.459999084472656,32.97999954223633,5.54,bisection,False,False,True,0.52,75.239,1.62,11.868,-3.7799999713897705,4.46999979019165,-1.940000057220459,16.075,113.461,3.51,2015-09-03 14:56:24.080000+00:00,3,2.708,10.149,-5.36,11.477,75.239,2358,2391,201,267,27.748,2.665,-1.951,36.958,2.261,-2.096,37.136,-0.443,-20.0,33.704,-0.443,-20.0,33.704,1.62,1.653,11.868,14.586,18.424,-20.36,-76.522,15.214,-27.138,-76.522,19.223,-287.902,-148.469,18.838,-288.441,-140.897,35266960.0,5299921.0,36009552.0,5043119.0,43810188.0,5274082.0,45011348.0,5025847.5,1.678,1.625,
3,2015-09-03 15:24:33,2015-09-03 15:34:33,2.43,10.39,-5.23,-7.900000095367432,19.059999465942383,18.389999389648438,8.438,shear,False,False,True,8.715,95.486,1.106,23.026,-1.2599999904632568,6.099999904632568,-1.940000057220459,16.553,107.629,3.96,2015-09-03 15:27:44.206000+00:00,3,2.449,10.376,-5.244,11.626,95.486,1823,1856,3309,3375,93.45,2.095,1.875,27.057,2.149,1.882,27.008,11.184,-37.444,-0.646,11.184,-37.444,-0.646,1.106,1.102,23.026,22.806,-34.992,90.677,36.359,-37.366,88.071,36.156,-19.895,-224.705,-121.857,-20.103,-225.921,-121.257,63220672.0,2684180.0,63567916.0,2675909.75,80641720.0,2657573.0,82034696.0,2695655.0,1.423,3.602,
